tweet_id	hs	aggressiveness	offensiveness	irony	stereotype
806426194518360064	no	no	no	no	no
806447435904061441	no	no	no	no	no
806450158380679168	no	no	no	no	no
806458470086176769	yes	no	weak	no	yes
806465004325240832	yes	no	strong	yes	yes
806543842258264068	no	no	no	no	no
806644483186040832	no	no	no	no	no
806789683355095041	no	no	no	no	no
806795885564694528	no	no	no	no	no
806840078102384640	no	no	no	no	no
806851103329550337	no	no	no	no	no
806853289337901056	no	no	no	no	no
806936934832545792	no	weak	no	no	no
806946815941767168	yes	weak	weak	no	yes
807148035243474944	no	no	no	no	no
807148952483139584	no	no	no	no	yes
807149061593776128	no	weak	no	no	yes
807151145277919232	no	no	no	no	no
807166742984278016	no	no	no	no	no
807192033563705344	no	no	no	no	no
807210233395347456	no	no	no	no	no
807221074802909184	no	weak	no	no	yes
807298613516832768	no	no	no	no	no
807365075409444866	no	no	no	no	no
807448943181332480	no	no	no	no	no
807472658610851840	no	no	weak	yes	yes
807502785768026112	no	no	no	no	no
807562860314394624	no	no	no	no	no
807640472634224640	no	no	no	no	no
807649017098289152	no	no	no	no	yes
807686671324086272	no	no	no	no	yes
807712437998911488	no	no	strong	no	no
807722727259983872	no	no	no	no	no
807744440249053184	yes	no	weak	no	no
807864351650672640	no	no	no	no	yes
807873886222159872	no	no	no	no	yes
807883975406587905	no	no	no	no	yes
807943386279854080	no	no	no	no	no
808011129876267008	no	no	no	no	no
808013926847889408	no	no	weak	no	no
808027409521983489	no	no	no	no	no
808094662321967105	no	no	no	no	no
808200720637972480	no	no	no	no	no
808205450256777217	no	no	weak	yes	yes
808287541275324416	no	no	no	no	no
808322691946180608	no	no	no	yes	no
808325206804692992	no	no	no	no	no
808331004905717760	no	no	no	no	no
808378705429098497	no	weak	weak	no	yes
808388809931026432	no	weak	weak	yes	yes
808398288269561856	no	no	no	no	no
808400282107445250	yes	no	strong	no	yes
808404361428746246	no	weak	no	yes	yes
808570455363899392	no	no	no	no	no
808596264640253953	no	no	no	no	yes
808736969551413248	yes	weak	no	yes	yes
808829071832612864	yes	no	weak	no	yes
808845776172568576	no	no	no	no	no
808888725648408576	no	no	no	no	no
808992753757618176	no	no	no	no	no
808999070555578368	no	no	no	no	no
809099575587966976	no	no	no	no	no
809123474862211073	yes	weak	weak	no	yes
809133355530760192	no	no	no	no	no
809314482367369216	no	no	no	no	yes
809334105926144001	no	no	no	no	no
809349927499350017	no	no	no	no	no
809360515873013761	yes	strong	strong	no	no
809404979211603968	no	no	no	no	no
809451815632826368	no	no	no	no	no
809473358748323841	no	no	weak	no	yes
809683293331460096	no	no	no	no	yes
809713329568673792	no	no	no	no	no
809748882334871552	yes	no	weak	no	yes
809789748260827137	no	no	no	no	no
809846439815905280	no	weak	weak	no	yes
810061767686713344	no	no	no	no	yes
810081052446392321	no	no	no	no	no
810084817710841856	no	no	no	no	no
810086995682820100	no	no	no	no	no
810087176134414336	no	no	no	no	no
810088804908433408	no	no	no	no	no
810116813182877696	yes	weak	strong	no	yes
810119100294897664	no	no	no	no	no
810143401119252480	no	no	no	no	no
810157159099076613	no	no	no	no	no
810162622117060608	no	no	weak	yes	no
810184440982872064	no	no	no	no	no
810190030186704896	no	no	no	no	yes
810209255420784642	no	no	no	no	no
810220987358842880	no	no	no	no	no
810338889407889408	no	no	strong	no	no
810414816808632320	no	no	no	no	no
810448091128233985	no	no	no	no	no
810454719332229120	no	no	no	no	no
810476036571938816	no	no	no	no	no
810498153166360576	no	no	no	no	no
810499210961448960	no	no	no	no	no
810540481335750656	yes	strong	strong	no	yes
810743627966189568	no	no	no	no	no
810744113314332672	no	no	no	no	no
810785911323688964	no	weak	no	no	no
810805319072878592	no	no	no	no	yes
810825627528003585	no	no	no	no	yes
810833269126299648	no	weak	weak	no	yes
810850254081888258	no	no	no	no	no
810875366432718848	no	no	no	yes	no
810893876110249985	no	no	no	no	no
810925182227509248	no	no	no	no	no
810943347439374336	yes	weak	strong	no	yes
810943756593725443	no	no	strong	no	yes
810951182692847616	no	no	no	no	no
810954190201692160	yes	weak	weak	no	yes
810956736215523328	yes	no	no	yes	yes
810956828163117056	no	no	strong	yes	no
810961324075261957	no	no	no	no	no
810966203959283712	no	weak	no	no	no
810968100539629568	yes	strong	no	no	no
810986816463601664	no	no	no	yes	yes
811020508296859648	no	no	no	no	no
811073802440470528	no	no	no	no	no
811121041108008960	no	no	no	no	no
811122818557493248	no	no	no	no	no
811140367668101121	no	no	no	no	no
811153930285674497	no	no	weak	no	yes
811156813181841408	no	no	no	no	no
811172713897267200	no	weak	no	no	yes
811183087350595584	no	no	no	no	no
811184714144972800	no	no	weak	no	yes
811189846379266048	yes	weak	strong	no	yes
811201636014190592	no	no	no	no	no
811213051340976128	no	no	no	no	no
811222769056808960	no	no	no	no	yes
811239481634328580	yes	strong	no	no	yes
811244348268564480	no	no	no	no	no
811251122321190913	no	no	no	no	no
811265819510505474	no	weak	no	no	no
811294783473860608	no	no	no	no	no
811336077474693120	no	no	weak	no	yes
811358647058100224	no	no	weak	yes	no
811459109350506496	no	no	no	no	no
811472322725113857	no	no	no	no	no
811492204988473344	no	no	no	no	no
811496596680638464	no	no	no	no	no
811518443971289088	no	no	no	no	no
811529986427514881	no	no	no	yes	no
811535782032928768	no	no	no	yes	no
811567139467460608	no	no	no	no	yes
811586090297622528	yes	weak	weak	no	no
811653711558754309	no	no	no	no	no
811662770928254976	no	strong	no	no	no
811671193728258048	no	no	no	no	no
811685028342206464	no	no	no	no	no
811766182781063168	no	weak	no	no	no
811795893284388864	no	weak	no	no	no
811836024095645696	no	no	no	no	no
811837471990358016	no	no	no	no	no
811871875617947648	no	no	no	yes	no
811938772795486209	no	no	weak	no	yes
811948353575669760	no	no	no	no	yes
811950662456143873	no	no	no	no	no
811982053772247040	no	no	no	no	no
811986553589395456	yes	strong	no	no	yes
812006103022190592	no	no	no	no	no
812006121535897601	no	no	no	no	no
812018171876147200	no	no	no	no	no
812020510280314880	no	no	no	no	no
812022487030566912	no	no	weak	no	yes
812033471862439940	no	no	no	no	no
812050189355782144	no	no	no	yes	yes
812051259997962241	no	no	no	no	no
812064920615448577	no	no	no	no	no
812203345465245697	no	no	no	no	no
812221749446094848	no	no	no	no	no
812221882242109441	no	no	no	no	no
812226074520289280	no	no	no	no	no
812236914879303680	no	no	no	no	no
812240729548394496	yes	weak	weak	no	yes
812243081412153344	yes	strong	strong	no	yes
812250984697171970	no	no	no	no	no
812251409865445377	no	no	no	no	no
812253914296946688	no	no	no	yes	no
812256056369942528	no	no	no	no	no
812261785864695808	no	no	no	no	no
812270386926718976	no	no	no	no	no
812285183466569728	no	no	no	yes	no
812286546552520704	no	no	no	no	no
812287201337872384	no	no	no	no	no
812304446403313665	no	no	no	no	no
812308434225942528	no	no	no	no	no
812314324681289728	no	no	no	no	no
812315224485281792	no	no	no	no	no
812316997212143616	no	no	no	no	no
812319490834857984	no	no	weak	no	no
812322399475601408	no	weak	weak	no	yes
812323904219914240	no	no	no	no	yes
812326563232485382	yes	strong	weak	no	yes
812335327125917697	no	no	no	no	no
812342052730048512	no	no	no	no	no
812346579055243264	no	no	no	no	no
812348114338246656	no	no	no	no	no
812352222210260992	no	no	weak	yes	no
812352907869847552	no	no	no	no	no
812362746767544323	no	no	no	no	no
812375442225295360	no	no	no	no	no
812381183900258304	no	no	no	no	no
812381569360936960	no	no	no	no	no
812391368018563074	no	no	no	yes	no
812392328904187904	no	strong	no	no	no
812573620765622272	no	no	no	no	no
812586181070299136	no	no	no	no	no
812590458039889920	no	no	no	no	no
812634008634933248	no	no	no	no	no
812651939716472832	no	no	no	no	no
812703892467236864	no	no	no	no	no
812728955149160448	no	no	no	no	no
812753499083640832	no	no	no	no	no
812754459923255297	no	no	no	no	no
812771411488022530	yes	strong	strong	no	yes
812806412598411265	no	no	no	yes	no
812993633066557440	no	no	no	yes	no
813029530042560512	no	no	no	no	no
813038936473956361	no	no	no	yes	no
813049073158602752	yes	no	no	no	yes
813070887817740288	no	no	no	no	no
813076808803512320	no	no	no	no	no
813096821555752960	no	no	no	no	no
813274055256272896	no	no	weak	yes	yes
813282919804502016	no	no	no	yes	no
813337116428091392	no	no	no	no	yes
813441020843020288	no	no	no	no	no
813530130282901504	no	no	no	no	no
813550459227172864	no	no	no	no	yes
813640361948094464	yes	weak	no	yes	no
813646935072665600	no	no	no	no	no
813726048634413056	yes	no	strong	no	yes
813731670729916418	yes	weak	strong	no	yes
813767990403600386	no	no	no	no	yes
813862040695500800	no	no	no	no	no
814000610777464832	no	no	no	no	no
814037723367424000	yes	weak	weak	no	yes
814078424486547456	no	no	no	no	yes
814089848059527168	no	no	no	no	yes
814092077084635137	no	weak	no	no	no
814105208775180288	no	no	no	no	no
814114632222834688	no	no	no	no	no
814120244784480257	no	no	no	no	no
814120445398175744	no	no	no	no	no
814125418752184320	no	no	no	no	no
814141822578675712	yes	no	weak	no	yes
814187132185100288	no	no	no	yes	no
814187658087907332	no	weak	weak	no	no
814195302391566336	no	no	no	no	no
814203082791862272	no	no	no	no	no
814213056842571776	yes	no	no	no	yes
814217574447796225	no	weak	no	yes	no
814221685452840961	no	no	no	no	yes
814235391746260992	no	no	no	no	no
814404269453381632	no	no	no	no	no
814410836383006721	no	no	weak	yes	yes
814417744368201728	no	no	no	no	yes
814436574926610432	no	no	no	no	no
814463819242151936	no	weak	no	yes	no
814489067119411200	no	no	no	no	no
814496732579041280	no	no	no	no	no
814498506509586436	no	weak	no	no	no
814520869628289024	no	no	no	no	no
814524903240011776	yes	weak	strong	no	no
814561077593784320	yes	weak	no	no	yes
814575047176228864	no	no	no	no	yes
814750467213365248	no	no	no	no	no
814762537078128640	no	weak	no	yes	yes
814835314975973376	no	no	no	no	no
814841819838214144	no	no	no	no	no
814871936027258880	yes	strong	strong	no	yes
814877237552021506	no	no	no	no	no
814902026865938433	no	no	no	no	no
814911031805902848	no	no	no	no	no
814934651433287680	no	no	no	no	no
814986919654412288	no	no	no	no	no
814987312304099328	no	no	no	no	no
815073868629102592	no	no	no	no	no
815099885154435072	no	weak	no	no	no
815105299564654592	yes	no	no	no	no
815112299044372480	no	weak	weak	no	no
815157966647230464	yes	weak	strong	no	yes
815169194987757568	no	no	no	no	no
815170234202148865	no	no	no	no	no
815227838924259328	no	no	strong	no	yes
815231564330180609	no	no	no	no	no
815281628490690560	no	no	no	no	no
815345601604886529	yes	no	no	no	yes
815362356792492032	no	no	weak	no	yes
815363812090056704	no	weak	no	no	no
815473487909363712	no	weak	no	no	no
815506238314258432	no	no	no	no	no
815525161378213888	no	weak	weak	no	yes
815539345562173440	no	no	no	no	no
815541956856217600	yes	strong	weak	no	yes
815543564612628480	no	no	no	no	no
815554209399631872	no	no	no	no	no
815558151521058816	no	no	no	no	no
815591185809047552	no	no	no	no	no
815634803039096834	no	no	no	no	no
815636441221001216	no	no	no	no	yes
815833978691260416	no	no	no	no	no
815933774399733760	no	no	no	no	no
815953123797700608	no	no	no	no	no
815983264053727233	no	no	no	no	no
815993261227732992	no	weak	strong	no	yes
816003077694226432	no	no	no	no	no
816118899800440832	no	no	no	no	no
816175245094686720	no	weak	no	no	yes
816215002738782213	yes	strong	strong	no	yes
816217760187486209	yes	weak	strong	no	yes
816251525949521920	no	no	no	no	no
816290887584120833	no	no	no	no	no
816294977487695872	no	no	no	no	yes
816314603953065986	no	no	no	no	no
816337571383013376	no	no	no	no	no
816357763668443137	no	no	no	no	no
816368276951416834	no	weak	weak	no	yes
816401211305889792	no	no	no	no	no
816404546373218305	no	no	no	no	no
816547601097129984	yes	weak	strong	no	yes
816603343565033472	no	no	no	no	no
816698437143908352	no	no	no	no	no
816702932347457536	yes	weak	weak	yes	yes
816730057884520451	no	no	no	no	no
816736561836474368	no	no	no	no	no
816740606462558208	yes	weak	strong	no	yes
816798867513548800	no	no	no	no	no
816878737799188480	no	no	no	no	no
816944127489245184	no	no	no	no	no
816962519612923904	no	no	weak	yes	no
816971489492824064	no	no	no	no	no
816986340378218496	no	no	no	no	yes
816990953131175936	no	weak	no	no	yes
816994460160626688	no	no	weak	yes	no
817003315787661313	yes	no	strong	no	yes
817030911632011264	no	no	no	no	no
817053433199034368	no	no	no	no	no
817058967285272576	no	no	no	no	no
817069426042400768	no	no	no	no	no
817088122836099072	no	no	no	no	no
817089993453797376	no	no	no	no	no
817107006620319745	no	no	no	no	no
817140230285381632	no	no	no	no	yes
817279196833710080	no	no	no	no	no
817323179467214849	no	no	no	no	no
817327053569671169	yes	weak	weak	no	yes
817350334288891906	yes	weak	weak	no	yes
817388299811700736	yes	weak	weak	yes	yes
817394754598109184	yes	strong	no	no	no
817399137264078851	no	no	no	no	no
817452003680993280	no	no	no	no	no
817626668848336897	no	no	no	no	no
817668549850333184	no	no	no	yes	yes
817729103793156098	no	no	no	no	no
817747285836791809	no	no	no	no	no
817787262515707904	no	no	no	no	no
817793324237156352	yes	no	no	no	yes
817797944711802880	no	no	no	no	no
817947112512098304	no	no	no	no	no
818036788858093568	no	no	no	no	no
818093016783130624	yes	weak	weak	no	yes
818173288576847874	no	no	no	no	no
818183046084050944	no	no	no	no	no
818201619196182535	yes	weak	no	no	no
818251007088005120	yes	weak	weak	no	yes
818392410426343425	no	no	no	no	no
818401941667586048	no	no	no	no	no
818428416475197440	no	no	no	no	no
818450080760025088	no	no	no	no	no
818581234968363011	no	no	no	no	no
818582068229787648	no	no	no	no	no
818636882410029056	no	no	no	no	no
818705481678155777	no	no	no	no	no
818741305232723968	yes	strong	strong	no	yes
818749585493467137	no	no	no	no	no
818772703591170048	no	no	no	no	no
819866569346060289	no	no	no	no	no
819876194896187392	no	weak	no	no	no
819915215584247808	no	no	no	no	yes
819927123813142529	no	no	no	no	no
819950504394575872	no	no	no	no	no
820099872841932800	no	no	no	no	no
820294742890180609	no	no	no	no	no
820319034671595520	yes	weak	no	no	no
820538520905404416	no	no	no	no	no
820540723095289856	no	no	no	no	no
820567011059179520	no	no	no	no	no
820605345743642628	no	no	no	no	no
820608690688557058	no	no	no	no	no
820646655074537472	no	no	no	no	no
820654836718833666	no	no	no	no	no
820680460166643712	no	no	no	no	no
820723416995102725	no	no	no	no	no
820769907558195202	no	no	no	no	no
820966286255648768	no	no	no	no	no
821049339816607745	no	no	no	yes	no
821074816690221056	no	no	no	no	no
821218067611062272	no	no	no	no	no
821233384559169536	no	no	no	no	no
821258839634874368	no	no	no	no	no
821297841847107584	no	no	no	no	no
821398066355994624	yes	weak	no	yes	yes
821404667741618177	no	no	no	no	no
821411039455703040	no	no	no	no	no
821492239830548480	no	no	no	no	no
821499839448018944	no	no	no	no	no
821650545186377730	yes	weak	weak	yes	yes
821659966062952449	no	no	no	no	no
821661503606689793	no	no	no	no	no
821668782477295620	no	no	no	no	no
821676200212987904	no	no	no	no	yes
821680691108790272	no	no	no	yes	no
821693679643394049	no	no	no	no	no
821719461409517568	yes	weak	strong	no	yes
821722115527294976	no	no	no	yes	no
821724337803759616	no	no	no	no	no
821758511008940032	no	no	no	no	no
821811231241760768	no	no	no	no	no
821817779145900033	no	no	no	no	no
821903823509868545	no	no	no	no	yes
821981196045271040	no	no	no	no	no
821986810406588416	no	no	no	no	no
822056743844724736	no	no	no	no	no
822112377764253698	no	no	no	no	no
822114438920683520	no	no	no	no	no
822181372185825280	no	no	no	no	no
822205961741987840	no	no	weak	no	no
822452849216983040	no	no	no	no	no
822454921463267328	no	no	no	no	yes
822511747412148225	no	no	no	no	no
822545055588253698	no	no	no	no	no
822554991688826880	no	weak	no	yes	yes
822770850692788224	yes	strong	no	no	no
822783387350036481	no	no	no	no	no
822807606737727488	no	no	no	no	yes
822808506000703489	no	strong	strong	no	no
822884951834161153	no	no	no	no	no
823090273811107841	no	no	no	no	no
823091868175134721	no	no	strong	no	no
823123543638548480	no	no	no	no	no
823152640259407872	yes	weak	strong	no	yes
823453125684015108	no	no	no	no	no
823509088424361984	no	no	no	yes	no
823529670679425024	yes	no	no	no	no
823548695438381056	no	no	no	no	no
823554526884007936	no	no	no	no	no
823567998791389184	no	no	no	no	no
823572978650796037	no	no	no	no	no
823577456158408704	no	no	no	no	no
823620495220338689	no	no	no	no	no
823625544281493507	no	no	no	no	no
823645706850340864	no	no	no	yes	no
823665970673643520	no	no	no	no	no
823666681012690944	no	no	no	no	no
823768255445794816	no	no	no	no	no
823786745946865664	no	no	weak	no	yes
823804639040638977	no	no	no	no	no
823822239091007488	no	no	no	no	yes
823837106854367232	no	no	no	no	no
823860319701307394	no	no	no	no	yes
823888131812421635	no	no	no	no	no
823924385534930944	no	no	weak	no	yes
823936424097574914	yes	no	strong	no	yes
823987097740701697	no	no	no	no	no
823997131824529409	yes	no	weak	no	yes
824011122588131334	no	weak	weak	yes	yes
824030924098572289	no	no	no	no	yes
824031486768771072	yes	no	weak	yes	yes
824168449098321921	no	no	weak	no	yes
824177207388073984	yes	strong	no	no	yes
824246275222671360	yes	weak	no	no	no
824253232818036737	no	no	no	no	no
824272005545525248	no	no	no	no	no
824347591907414016	no	no	no	no	yes
824405847103143940	no	no	no	no	no
824576404524191745	no	no	no	no	no
824581350158114816	no	no	no	no	no
824605429930065920	no	weak	no	no	no
824705058734477313	no	weak	strong	no	yes
824708898569515009	yes	weak	strong	no	yes
824723367571914754	no	no	no	no	no
824724034369814528	no	no	no	no	yes
824750536511651840	no	no	no	no	no
824936027391459328	no	no	no	no	no
824938344404676609	yes	strong	no	no	yes
824963817159479300	no	no	no	no	yes
825000051219038208	no	no	weak	no	yes
825003562379919361	no	no	no	no	yes
825012267280326657	no	no	no	no	no
825050343679590400	no	no	no	no	yes
825053601693315074	no	no	no	no	no
825094933698768897	no	weak	weak	no	yes
825276846292029441	no	no	no	no	no
825345478309076992	no	no	no	no	yes
825375791986966528	no	no	no	no	no
825389015721459712	yes	weak	strong	no	yes
825448468101611520	no	no	no	no	no
825475603533090821	no	weak	weak	no	yes
825608051721981952	yes	weak	no	no	yes
825623844190822400	no	no	no	no	no
825654156576821248	no	no	no	no	yes
825677022412341248	yes	weak	strong	no	yes
825719460971450369	no	no	no	no	no
825744200083836931	no	no	no	no	no
825769786617520128	no	no	no	no	no
825782474789814274	no	no	no	yes	no
825818041250410498	no	no	no	yes	no
825828513462702080	no	no	no	no	no
825928527677648896	no	weak	no	no	no
825979522344423424	yes	no	weak	no	yes
826001759399194626	no	no	no	no	no
826004637564141572	no	no	no	yes	no
826010591705853952	no	no	no	yes	no
826021877877526528	yes	weak	weak	no	yes
826031930474954753	no	weak	no	yes	no
826037640126484481	no	no	no	no	no
826047546590105600	no	no	weak	no	yes
826066298450886658	no	no	no	no	no
826087009726894080	no	no	no	yes	no
826092113565720576	no	no	no	no	no
826147610050310146	no	no	no	no	yes
826149017801330688	no	no	no	yes	no
826151118229102594	yes	weak	strong	no	yes
826186745813356544	no	no	no	no	no
826191559460794368	no	no	no	no	no
826201951473897473	no	no	no	no	no
826202676866215936	yes	weak	no	no	yes
826205349736742912	yes	weak	weak	no	yes
826341046116294656	no	no	no	no	yes
826351856242851841	no	no	no	no	no
826355966539100160	no	no	no	yes	no
826378364827099136	no	no	no	yes	no
826379886789005313	no	no	no	yes	no
826380632376881152	yes	strong	strong	no	yes
826385428664221697	no	no	weak	no	yes
826388792881864704	no	no	weak	yes	no
826428674463428608	no	no	weak	yes	yes
826442046722408449	no	no	no	yes	no
826462903167569920	yes	strong	no	no	yes
826483445870186496	no	no	no	no	no
826492371886080002	no	weak	no	no	yes
826524658765819904	yes	strong	weak	no	yes
826528469215506432	yes	weak	weak	no	yes
826528664372264960	no	no	no	no	no
826705537207263232	no	no	weak	no	yes
826746060353712130	no	no	no	no	yes
826751709108121600	no	no	no	yes	no
826760503213056001	no	no	no	no	no
826778968741335040	no	no	no	no	no
826792490481098752	no	no	no	no	no
826798723380441088	no	no	weak	yes	yes
827063443291242496	yes	weak	weak	no	yes
827075480872419328	no	no	no	no	no
827086365267468288	no	no	no	no	yes
827103489620901889	no	no	no	no	no
827109474942849026	no	no	no	no	no
827112638563942400	no	no	no	no	no
827203945529483265	no	no	no	yes	yes
827245018616360960	no	strong	strong	no	yes
827390046923747328	no	no	no	no	no
827415141641658368	no	no	no	no	no
827423374561386496	no	no	no	no	yes
827452085813772288	no	no	no	yes	no
827456488994123776	no	no	no	yes	no
827471735398109184	no	no	no	no	no
827477597093240836	no	no	no	no	no
827532989370351616	no	no	no	yes	no
827551279652089856	no	no	no	no	no
827578659980640257	no	no	no	yes	no
827614048992784384	no	no	no	no	no
827783036905336832	no	weak	no	yes	yes
827816983630581760	no	no	no	no	yes
827821135131791364	no	no	no	no	no
827831506148155392	no	no	no	no	no
827852469573132288	no	no	no	no	no
827857358659403777	no	no	no	no	no
827929282567606274	no	no	no	no	no
827935691682222080	no	no	weak	no	yes
827940972201914368	no	no	no	no	no
828157393532047360	no	no	no	no	no
828289234909937665	no	no	no	no	no
828311552780619776	no	no	no	no	no
828318482848743424	no	weak	weak	yes	yes
828346498794401792	no	no	no	no	no
828351834569981952	no	no	strong	yes	no
828511741025906689	no	weak	weak	no	yes
828572248369983488	yes	no	no	no	no
828581895365619712	no	no	no	no	no
828599437773701121	no	no	no	no	no
828602427276394498	no	no	no	yes	no
828680340743000065	no	no	no	no	no
828798130200121344	no	no	weak	no	yes
828876122486165506	no	no	no	no	no
828882911495602177	no	no	no	no	yes
828918626723966980	no	no	no	no	no
828996313085784065	no	no	no	no	no
829033486703017985	no	no	no	no	no
829043789209690112	no	no	weak	no	yes
829058061805481984	no	no	no	no	yes
829099564015681537	no	no	weak	yes	yes
829208956786638848	yes	strong	weak	no	yes
829232567366844416	no	no	no	no	no
829465942451159040	no	no	no	no	yes
829520794216755202	no	no	no	no	yes
829567634815467522	no	no	no	no	no
829578281695510528	no	no	no	no	no
829620801649283072	yes	strong	weak	no	yes
829632444324274176	yes	no	strong	no	yes
829672632408821760	no	no	no	no	no
829697375723732992	no	no	no	no	no
829736186373664768	no	no	no	no	no
829748630366076929	yes	weak	no	no	yes
829748735609552897	yes	weak	strong	no	yes
829757762259263493	no	no	no	no	no
829801083102978048	no	no	no	yes	no
829939724915769344	no	no	no	no	no
829992414664339456	no	no	no	no	no
830001064627810304	no	no	no	no	no
830005451211292673	no	no	no	yes	yes
830019160033918976	no	no	no	no	no
830065695354449921	no	no	no	no	yes
830073484646744064	no	no	no	no	no
830135933517303809	no	no	no	no	no
830145321376284672	no	no	no	no	no
830306653014806528	no	no	no	no	yes
830331079865286657	no	no	no	no	no
830420447573442560	yes	strong	strong	no	yes
830430387847430145	no	no	no	yes	no
830448731694780419	no	no	no	no	no
830453076456792064	no	weak	no	no	no
830521941672992770	no	no	no	no	no
830674652527620096	no	no	no	no	no
830802194039443456	no	no	no	no	no
830821079211970560	yes	strong	no	no	no
830878139861594113	yes	strong	strong	no	yes
831020237759844352	no	no	no	no	no
831043706891358209	no	no	weak	no	yes
831114646815899648	no	no	no	no	yes
831143593721085953	no	no	no	no	no
831149710786297856	no	no	no	no	no
831213133687570433	no	no	strong	no	yes
831228479916142592	no	weak	no	no	no
831235321048215554	yes	weak	weak	no	yes
831241690333712384	yes	no	no	no	yes
831250814677172226	no	no	no	no	no
831382315259555840	no	no	no	no	yes
831430313607823360	no	no	strong	no	yes
831439550878728194	yes	weak	strong	no	yes
831444293067952128	no	no	no	no	no
831460937404145666	no	no	no	no	no
831536055820095488	yes	no	weak	yes	yes
831804297478361090	no	no	no	no	no
831857392447025154	no	no	no	no	no
831877250110849024	no	weak	weak	no	yes
831993503521587200	yes	weak	weak	no	yes
832043278782562305	no	no	no	no	no
832117926496989184	no	no	no	no	no
832153029453426689	yes	weak	weak	no	yes
832311342686167041	no	no	no	yes	no
832315585715396610	no	no	no	yes	no
832357805722042368	no	no	no	yes	no
832544031599128576	no	no	no	no	no
832603387527065601	yes	strong	no	no	yes
832606006400131072	yes	strong	no	no	yes
832620779938291713	no	no	no	no	no
832874412932231168	no	no	strong	yes	yes
832875325939912704	no	no	no	no	no
832888735742111745	no	no	no	no	no
832917255772061697	no	no	weak	yes	no
832969264474775552	no	no	no	no	no
833018608737456128	no	no	no	no	no
833088252617846784	no	no	no	no	no
833265154397708288	no	no	no	no	no
833355969895739392	no	no	strong	yes	no
833377166201147393	no	no	no	yes	no
833380717434437634	no	no	no	no	no
833442241041530882	no	no	no	no	no
833452529526636544	no	no	no	no	no
833583576876716032	no	no	no	no	no
833584442883047424	no	no	weak	no	yes
833600418496258048	yes	strong	no	no	no
833643349672390656	yes	weak	weak	no	yes
833678425734922240	no	no	no	no	yes
833709827222278144	no	no	no	no	no
833991012896878596	no	no	no	no	no
834002168646610946	no	no	no	yes	yes
834017400861384705	yes	strong	no	no	yes
834072981949263872	yes	strong	no	no	no
834125776299683840	no	no	no	no	yes
834160529212112897	no	weak	no	no	yes
834160559876628480	no	no	no	no	no
834303586070884352	yes	weak	no	no	yes
834360663388598272	no	no	no	no	no
834459797089038340	no	no	no	no	no
834489958715031552	no	no	no	no	no
834662053507919874	no	no	no	no	no
834679363916402688	no	no	no	no	no
834747796599238660	yes	weak	weak	no	yes
834767085049933827	no	no	no	no	no
834842905260986369	no	no	no	no	no
834856461549330436	no	no	no	no	no
834902821833166848	no	no	no	no	yes
834927790457749504	no	no	no	no	yes
835030821912383488	no	no	no	yes	no
835042887922495488	no	no	no	yes	no
835043531412672512	no	no	no	no	no
835095474621173762	no	no	no	no	no
835105227988733952	no	weak	no	yes	yes
835115981404008449	no	weak	no	yes	no
835116610457333760	yes	strong	strong	no	yes
835123364205297664	no	strong	strong	no	no
835143262180634624	yes	strong	strong	no	yes
835151283053019136	no	no	no	no	no
835163632220704772	no	no	no	no	no
835167314089738240	no	no	strong	yes	no
835168462720876545	yes	weak	no	no	no
835174886339403776	no	no	no	yes	no
835179695574507522	no	weak	weak	yes	no
835191339939729408	yes	strong	weak	no	yes
835195730306416641	yes	no	weak	yes	yes
835198657821556736	no	no	no	no	no
835209985940418560	no	no	no	no	no
835210438031904769	no	no	no	no	no
835214537620082692	yes	strong	no	no	yes
835219826268323840	no	no	no	no	no
835234231819382785	no	no	strong	yes	no
835236787412938755	no	no	no	no	no
835251953898766336	yes	no	strong	no	yes
835261323135041538	no	no	no	no	no
835367521217806336	no	no	no	no	no
835417069160120323	no	no	no	no	no
835439394467250180	no	no	no	no	no
835441593343672320	no	no	no	no	no
835460912018489345	no	no	no	no	no
835463065193885696	yes	weak	strong	no	yes
835473416555806721	no	no	no	no	yes
835482833753899008	no	no	no	no	no
835485845910089729	no	no	strong	no	no
835494255879544837	no	no	no	no	no
835538011223912448	no	no	strong	yes	no
835550328053452800	yes	strong	strong	no	yes
835551142293696513	no	no	no	yes	no
835565045220278273	no	no	no	no	no
835785575445725185	no	weak	weak	no	yes
835799869763768320	no	no	no	no	no
835807152950259712	no	no	no	no	no
835808647741599746	no	no	no	no	no
835851283198246913	no	no	no	no	no
835871401835900928	no	no	no	no	no
835892464879808512	no	no	strong	no	yes
835932841376624641	no	no	no	no	no
835934578040786947	no	no	weak	yes	no
835948142122127360	no	weak	no	no	no
836169067283300352	yes	strong	strong	no	yes
836178239131353089	no	no	no	no	no
836180186412511232	no	no	no	no	no
836210899023200256	no	no	strong	no	no
836252150858678273	no	no	no	no	no
836267478456090626	no	no	no	no	yes
836284322277638144	no	no	no	no	no
836316438432473091	no	no	weak	no	no
836323241803321344	no	no	no	no	no
836324370339479552	no	no	no	no	no
836324874704535553	no	weak	no	no	no
836327237829943297	no	no	weak	no	no
836327535063478272	no	weak	no	no	yes
836327669516156932	yes	strong	strong	no	yes
836328435777699841	no	no	no	no	yes
836336756471513090	no	no	no	no	yes
836448076445417473	no	no	no	no	no
836524675962396672	no	no	no	no	no
836553090035814400	no	no	no	no	yes
