tweet_id	tweet_text	target	hs	aggressiveness	offensiveness	irony	stereotype	intensity
856560469871435776	I risultati della buonista Merkel? In Germania aumentano i reati degli immigrati https://t.co/0uF6H8wmXD https://t.co/msrGnHqOOY		yes	weak	no	no	yes	1
786877174812962816	Ho un collega che invidia gli immigrati che ci sono in Italia, cazzo, l'invidia sociale al contrario.		no	no	weak	yes	no	0
834035303908270080	Traghetto Tirrenia devastato da 50 immigrati a bordo per il rimpatrio  https://t.co/gsG4Duf2Ph		yes	no	no	no	yes	1
805762620661895168	Dal mio punto di vista nessuno (e parlo anche degli stranieri) merita di essere pagato per cose simili https://t.co/MRNNJUmXLQ		no	no	no	no	no	0
844926388775931905	Circolare Shock: “Bloccate i ricoveri italiani, arrivano i migranti…” – Il Fatto Dal Web https://t.co/hJmnNHtvtU		yes	no	no	no	yes	2
849658735882493952	Piazza InBlu: Crisi Siriana dopo il drammatico attacco con armi chimiche e migranti https://t.co/BEf3KoU39j		no	no	no	no	yes	0
8,2171E+17	Se tutto questo accanimento verso i migranti, sempre così pronto, fosse indirizzato invece contro le mafie, questo sarebbe un Paese normale.		no	weak	no	no	no	0
854603829958123520	Rifreddo: nessuna accoglienza per i migranti - Quotidiano online della provincia di Cuneo https://t.co/7EoqYzZUC6		no	no	no	no	yes	0
791184885318836224	@intuslegens analisi eccellente. Vorrei aggiungere anche che l'immigrazione non è ineluttabile visto che in Spagna non entrano quasi più.		no	no	no	no	no	0
850179206478798848	Verissimo. Voi complici Astenendovi sulla negazione che dovevate esprimere sulla cittadinanza agli stranieri non ac… https://t.co/tqjTdK3riz		no	no	no	no	no	0
816551265404616704	In italia il 75% di abusi su minori e l'87 % delle violenze contro le donne avviene nelle famiglie italiane  🖒 Altro che immigrati  #ciaone		no	no	no	no	no	0
791370254052159489	#GABBIAOPEN se 11000 immigrati sono pochi pdiota prenditela tutti in casa tua che con tutti i soldi che hai te lo puoi permettere!!!		no	strong	strong	yes	no	0
790648016109703171	@repubblicait fossi in loro mi vergognerei, si tratta di donne e bambini!! e ancora gente che da' retta a #Salvini, allucinante.. #profughi		no	strong	no	no	yes	0
855008301075111936	Radio Vaticana pubblica . Mons. Auza "che tutti seguano le direttive del Papa immigrazione" Se non è politica questa https://t.co/frQI6XnD2g		no	no	no	no	no	0
791886492125827072	#Migranti sono 55 milioni gli stranieri presenti in Italia #Migranti, #sono #5,5 #milioni #gli #stranieri ... https://t.co/Lg18y19NJX		no	no	no	no	no	0
814789174662483969	Prevenzione, immigrazione, ordine pubblico: il bilancio della Polizia di Stato di #Cosenza https://t.co/VFSm0TwGg1		no	no	no	no	no	0
826331267499171840	#UE piano #migranti: la #Libia farà i respingimenti,niente navi europee nei pattugliamenti. I 28 divisi su rimpatri… https://t.co/clhgZNAlWe		no	no	no	no	no	0
826796512789331968	E ti pareva che doveva dar la colpa all'immigrazione, mica all'ignoranza,al becero razzismo,al fascismo di ritorno. https://t.co/POApzNg1U5		no	no	no	no	no	0
822919897680379904	Hotel ai migranti e estrazione a sorte per gli italiani.  Sento dire che non è il momento di fare polemica. E quando lo è, vile sinistra?		yes	weak	weak	yes	yes	1
834319857936117760	Notte da incubo sul #traghetto, i #migranti espulsi scatenano il #caos @LaStampa https://t.co/NxQCh35OXs		no	no	no	no	no	0
826199118041149440	70° anniversario della chiusura del campo profughi a Leuca: https://t.co/Pzsa9RKWjy tramite @YouTube		no	no	no	no	no	0
822411062381314048	No ai profughi su campo da calcio - Società costretta a bloccare migranti dopo proteste genitori https://t.co/aECbCYHhVE		no	no	no	no	no	0
804762937999163392	Internazionale: Roma fa un primo passo verso l’accoglienza dei migranti. https://t.co/dbXE2Tpbiz		no	no	no	no	no	0
818504746491256833	: In coma ‘grazie’ a profugo: silenziosa protesta delle candele a Ventimiglia https://t.co/W8fiJtLWoU		no	no	no	no	no	0
821064974122553344	.#PianoMinniti prevede regalia di 1000€ a #immigrati X rimpatrio volontario+600€ X rifarsi 1 vita in patria.Viaggio sempre a spese nostre. 😡		no	no	no	yes	no	0
805676272886104066	@virginiaraggi cominciamo da Roma: è come profuga: ha bisogno di tutto. Le resta solo la BELLEZZA		no	no	no	no	no	0
852420202830716928	#agorarai #GerardoGreco dimentica Kabobo, donne molestate, la bestia che uscito da #Mineo massacro' e violento'  2 coniugi. Tutti #migranti		no	no	no	no	no	0
824168579121680387	@matteosalvinimi Concordo al 100%, magari anche per i migranti -regolarmente e definitivamente accolti nel paese-		no	no	no	no	yes	0
790660657368666115	... c'erano due bimbi privi di vita nella scavo dei migranti attraccato a palermo, tra altri morti.		no	no	no	no	no	0
831107647889895424	Nessun legame tra immigrazione e aumento della criminalità urbana. Lo provano 40 anni di… https://t.co/yNlPjj4w2w		no	no	no	no	no	0
800104950294544384	....ma i buonisti dicono che non è vero che gli immigrati delinquono .. https://t.co/aHItJRPwgN		no	no	no	yes	no	0
813473818417172480	#RaGGirati e nemmeno poco. Qualcuno ha ancora dubbi sulla posizione dei 5* per quanto riguarda immigrazione? Siete… https://t.co/fyD10vk9A5		no	no	no	no	no	0
812277474377744384	I polizziotti stranieri funzionano nelle fiction i #polizziotti #italiani funzionano nella vita vera!		no	no	no	no	no	0
841509802345918464	@AlessiaGravante io le ho comprate in un negozio di stranieri e sono tutte matching e anche molto buona qualità, ma 'cheap'		no	no	no	no	no	0
822312853751230464	Alneno parlassero di come costringere i libici a riprendersi i migranti sui barconi! https://t.co/ldceQcdjJI		no	no	no	no	no	0
811662935995088897	Ordinanza anti-profughi, sindaco condannato per razzismo non si piega: “Rifaremmo tutto” https://t.co/kH4flfsEQj		no	no	no	no	no	0
821024160155664385	"@Fasiolo_laura: Bene #Minniti su nuove regole #migranti" https://t.co/I5gZbrjubl		no	no	no	no	no	0
806185768922267649	@KnzKunz @sevenseasmarina @ErmannoKilgore se si tratta di immigrati sta tranquilla ke anche se ammazzano vanno in galera non hanno colpe		yes	no	no	yes	yes	1
811862408952221696	#Repubblica: "Strage di Berlino. blitz della polizia nel campo profughi dove sostò il tunisino Anis Amri: 4 fermati https://t.co/aDqP6Js3uh"		no	no	no	no	no	0
801178920179535872	Matteo Salvini contro la canzone di Natale pro-migranti: «Lavaggio del cervello ai nostri figli» https://t.co/B3O8s1S1d6		yes	weak	weak	no	yes	2
833607175788445696	#NonPagoBiglietto sono #migranti certe cose non fanno parte della loro cultura... https://t.co/isRDR00CRp		yes	weak	weak	no	yes	1
821802087847784448	@ilmochi Che non è il caso di fare polemiche , i soldi ci sono e non non c'è concorrenza con migranti o altro		no	no	no	no	no	0
800286856520810496	Satira scatenata, Trump contro la statua della libertà: "Incita a immigrazione, anacronistica" - Repubblica.it https://t.co/e8TNm4KcWy		no	no	no	yes	no	0
856776753112645633	Parliamo di #Aquarius, ong, Frontex e migranti. Mia intervista @RadioCusano @SOSMedItalia @MSF_ITALIA https://t.co/zsjy08ekER		no	no	no	no	no	0
810398413191835648	Giornata Internazionale del #Migrante: nel 2016 7mila migranti hanno  perso la vita. Tutti i numeri dell'emergenza: https://t.co/h17O6zodID		no	no	no	no	no	0
782596943109361664	"l'Italia si è ridotta allo stato di una nazione del Terzo Mondo che deve prendere in prestito una moneta straniera" Paul Krugman,Nobel 2008		no	no	no	no	no	0
825858666758885378	Siamo tutti gli immigranti. We are all immigrants. #NoBanNoWall #DumpTrump #FoleySquare @ Foley… https://t.co/aZ60zpjPxD		no	no	no	no	no	0
836248531606384640	Francavilla Fontana: Cittadinanza onoraria per i figli di stranieri nati in Italia https://t.co/BO1gA1GN2n		no	no	no	no	no	0
855675583145148416	Basta immigrati! Basta prevaricazione! Basta governi incapaci di garntirci sicurezza! Pugno di ferro https://t.co/DLC0iofxWS via @ilGiornale		yes	strong	weak	no	yes	2
818587443502850048	.@claudiafusani Svezia+Finlandia vogliono espellere 100000 immigrati, altro che 136 espulsi da Italia #QuintaColonna https://t.co/puLbTUAFtU		yes	no	no	no	yes	1
783552734700179456	I 22 «cervelli» italiani e stranieri chiamati in cattedra a Padova – Corriere della Sera https://t.co/gISsvOHo7T		no	no	no	no	no	0
822936782069084160	Roma, proteste da Lega e Fdi: "No ai profughi al Ferrhotel" - https://t.co/2JOL9tez7b		no	no	no	no	no	0
851380420465831936	E' boom di ambulanti stranieri, +30% in quattro anni. Napoli la capitale delle bancarelle ma forte crescita a Roma https://t.co/1CxgPT3rnD		no	no	no	no	no	0
800073799181987840	Baobab / Roma, ancora sgomberi per i migranti transitanti - https://t.co/19EwO3gN6k https://t.co/W9vYlfGT13		no	no	no	no	no	0
844114949223976960	Si sfila a Parigi, dopo le violenze della polizia contro migranti e militanti. Le foto di Simenza https://t.co/SpYQaZOlAH		no	no	no	no	no	0
836942407845482496	Ragusa, raid al presidio Caritas che difende i braccianti Dopo denuncia di un migrante sul… https://t.co/THvv0jIsuR https://t.co/F8B33qg7c6		no	no	no	no	no	0
818007115440726016	Rischio-euro, rapporti con la Russia di Putin, fake news. La svolta critica dei media stranieri sul M5S @LaStampa https://t.co/jz4IDKmS7i		no	no	no	no	no	0
803373527940431872	Anche l'attico di Bertone è abbastanza vasto...mettetene un paio di migranti anche lì. #QuintaColonna		no	no	no	yes	no	0
853123232895033346	Ogni giorno arrivano vagonate di migranti, ma per il Governo è tutto normale! - https://t.co/l8Ehf1rG07 https://t.co/E2g3E7n9Jd		no	no	no	no	no	0
813808729615400960	Turisti stranieri: oltre 190 mln di presenze e introiti per circa 30 mld https://t.co/q9Tq5gvfRb @ENIT_italia @Italy_it  @arcadiacoopsoc		no	no	no	no	no	0
856172707121160192	il Giornale: #news Il sindaco si arrende ai buonisti: Si può dare cibo agli immigrati: Ventimiglia - Alla fine il… https://t.co/0E9Ta3tRfE		no	no	no	no	no	0
839129121544372225	Pane sospeso per aiutare i poveri, ma solo se italiani: “Un malinteso, aiuteremo anche stranieri” https://t.co/SCZaS4sJWK		no	no	no	no	no	0
839819472206774272	La flat tax è iniqua solo per i contribuenti italiani, per quelli stranieri va bene. Il PD è il miglior amico degli oligarchi internazionali		no	no	no	no	no	0
783947691508264960	Tizia straniera: "Meno male che in Italia [per scrivere] usate i caratteri inglesi".		no	no	no	no	no	0
829291678729125888	Molti stranieri sono innamorati dell'#italia. Noi italiani dovremmo guardare la nostra terra con i loro occhi.		no	no	no	no	no	0
847859242237349889	@AGiam Sai che ti dico, tornerò in Italia da profugo così non pago afftto e appena arrivato casa, macchine e fighe 😂		no	no	weak	yes	yes	0
840336485215801345	Pd: Codega, immigrati, proposte cdx inapplicabili, meglio lo Sprar Trieste, 9 https://t.co/x4lfjbvyin Leggi anche https://t.co/PbSgggb23Y		no	no	no	no	no	0
792025758373904384	@indivanados grazie al sito di #msf che svela le bufale sui migranti, ogni rivendicazione di stampo fascista si scioglie come un gelato.. l		no	no	no	no	no	0
836581338757095424	Video e torri anti immigrati |Foto L’Ungheria raddoppia il suo muro https://t.co/aZmFjqE0LW https://t.co/p1Zy6bs5un #Italia		no	no	no	no	no	0
800250664035024897	L'articolo de "Il Manifesto" sul pogrom di fascisti e polizia contro migranti a Chios, riporta la versione della po… https://t.co/Z7KflOoYrU		no	no	no	no	no	0
854212818635247616	Boom di spese per i migranti Ci costano più della manovra https://t.co/8rRPww5eFR via @ilGiornale		no	no	no	yes	yes	0
789339081775812608	Manovra, governo corregge il documento inviato alla Ue: giù le spese per sisma e migranti. Ora mancano 1,6 miliardi… https://t.co/VN9D4y1Yel		no	no	no	no	no	0
809381999949545472	L'Europa sta perdendo la sfida sulla immigrazione. Con Trump alla casa bianca diventa tutto più difficile.		no	no	no	no	no	0
844312405916180483	Donna, nera, povera e profuga. Quando anche solo nascere é una lotta.  #Mercy  https://t.co/uEKagdJgfy		no	no	no	no	no	0
837651839185260544	"In Europa un milione di migranti da rimpatriare". Le stime della Commissione https://t.co/DrwoBZz3cv via @HuffPostItalia		no	no	no	no	no	0
806483259219648512	@agorarai A rileggere commenti beceri contro #migranti vien voglia #ISIS fosse arrivata #Italia costringendo noi a fuggire come contrappasso		no	no	no	yes	no	0
828763370299981824	Il dopo Malta. Oltre mille migranti fermati in Libia https://t.co/e6QBw2Zjjw		no	no	no	no	no	0
818156156635987968	@sarettaa7 @carmentpf tanto ormai il pd il disastro epocale del secolo lo ha fatto,con l'invasione di immigrati.Ci ha riempiti d delinquenti		yes	no	weak	no	yes	1
809043016937635840	Rovigo, Bergamin: “No alla carta d’identità ai profughi”. Ma il prefetto lo frena - https://t.co/Z7XJ1gSjYB https://t.co/99pqHx1SbP		no	no	no	no	no	0
791202224445743104	@sonolucadini altri 6.5mld per immigrati nel DEF oltre ai 10 e passa già spesi,per lei va tutto bene? @alinomilan @le12querce @AndreaCHIECO		no	no	no	no	no	0
787546212123697153	#Milano, l’hub straccia il record: 730 migranti. "La situazione ormai è insostenibile" https://t.co/JQ6PNO9803		no	no	no	no	no	0
822722241238618112	Roma, minacciava e rapinava i turisti stranieri a #termini: arrestato senza fissa dimora https://t.co/QNOs9PHi5Q https://t.co/26bzO31GRK		no	no	no	no	no	0
782634065446875136	Io sarei al limite d'accordo se i soldi andassero almeno agli immigrati, ma purtroppo sappiamo bene che se li... https://t.co/VVtJpuf9C6		no	no	no	no	yes	0
842807652396793863	#Sardegna - Riprendono gli #sbarchi nel #Sulcis, intercettato barchino con 15 #migranti . C'è anche una donna https://t.co/XUXeGTL534		no	no	no	no	no	0
843716304062300160	I comunisti hanno la faccia come il culo.#Gabanelli,di quelli che li vogliono,accusa #B e la Lega di non aver fatto leggi blocca migranti😂😂😂		no	no	no	no	no	0
805026342383263745	Dopo #bellofigoswag a parlare dell'immigrazione,a @dallavsparte ci sarà #rosariomuniz per la piaga della violenza sulle donne		no	no	no	no	no	0
829692915270180865	Kenya, annullata la chiusura del più grande campo profughi al mondo... #news #Roma https://t.co/6Fr9UTPAlD		no	no	no	no	no	0
786984509279535104	Quello che dicono tutti degli stranieri è vero e esilarante: se mangiano una galatina rischiano di vomitare HAHAHAHAHAH		no	no	weak	yes	yes	0
820974119936266240	Pdioti sono tali perché capiscono le faccende dopo anni, vedi la strategia sull' immigrazione, non erano i razzisti a volere quelle regole?		no	no	no	no	no	0
807631516079624192	I viaggi della speranza degli immigrati raccontati da ''Bilal'' - SienaFree.it https://t.co/oUew39V21P #Siena #news		no	no	no	no	no	0
816734755316203520	@luigidimaio che proponete? Parlate chiaro sull'immigrazione. Il mio voto dipende anche da questo.		no	no	no	no	no	0
851512270827991042	#dallavostraparte cara signora purtroppo in Italia  il decreto di espulsione gli stranieri lo usano come carta igienica, chieda a Librandi		yes	no	no	no	no	2
833643136337506307	Pd straparla di accoglienza ai migranti, della manifestazione di Barcellona pro rifugiati quando la realtà è questa https://t.co/uz3WJU4BrN		no	no	no	no	no	0
845644956479995906	Cortei Roma, Orlando contestato: “Ritirate decreto sull’immigrazione, non vogliamo passerelle” https://t.co/RFWS4W7Erq via @fattoquotidiano		no	no	no	no	no	0
824153947682336770	Usa, immigrazione: Trump ha dato il via alla costruzione del muro con il Messico https://t.co/Zpn64ywh1V via @FirenzePost		no	no	no	no	no	0
847465135451000832	L'Italia approva la legge che vieta il respingimento dei minori stranieri non accompagnati - TPI https://t.co/bQo9dEVCms		no	no	no	no	no	0
786077331337150464	@AlbertoBagnai @ tutti i stranieri emigrati portono malattia contagiosi virus loro non muiono noi si dobbiamo distrugere tutti		yes	strong	strong	no	yes	4
855449367393841152	IL VIDEO DEL PRESIDIO ESCLUSIVO / Milano, Stazione Centrale blindata: immigrati aggrediscono i carabinieri... https://t.co/xneKumCLVv		no	no	no	no	no	0
855319000078663680	@ilpopulista_it In Italia tutto  è permesso purché  stranieri,salvo poi trovarsi sbrandellati da ISIS.....! È  solo questione di tempo...!👎		yes	weak	weak	no	yes	2
787749222623870976	@anna_marchetto_ @evakent62 si è vero ma chi è a stretto contatto con i profughi non fa una bella vita-come in tutte le piramidi rubano		no	no	no	no	yes	0
817331916940648449	#cronachecampane #Sparatoria alla Maddalena, il Cardinale Sepe: “Da imitare immigrati che… https://t.co/osNFS2RuyC		no	no	no	no	no	0
835372467677966336	@Fuoridalleuro @LuigiRuggerone però la Roma avrà un nuovo stadio quindi 1000 2000 5000... "profughi" #chissenefrega		no	no	weak	no	no	0
833259871214694401	500€ a #immigrato X tenere buoni i #sindaci https://t.co/P8EaeeWrYE		yes	weak	weak	no	yes	2
834077424346394631	@Binz80 @rogerpiton29 @repubblicait perché ovviamente tutti i tassisti sono onesti: fanno ricevuta, non gonfiano i prezzi con stranieri, …		no	no	no	yes	no	0
787653851889270785	Milano, il piano "profughi al lavoro" è partito: grandi pulizie nel parco Sempione, poi tocca ai graffiti https://t.co/NlVYITFGPH		no	no	no	no	yes	0
809058007690649600	Roma, sgomberata l'ex Leo sulla Tiburtina: c'erano 80 immigrati https://t.co/rFMnrNdjlt via @repubblicait		no	no	no	no	yes	0
838675532917133313	Qualità dell'insegnamento, rispetto dei principi della Fede cristiana, attenzione alle lingue straniere,... https://t.co/uT6PlIAoIH		no	no	no	no	no	0
807178467620036608	Ormai la Raggi parla come la Boldrini. «Roma città aperta ai migranti» (video) | https://t.co/mQcIODeXei | #Secolo #liberetcogitans		no	no	no	yes	yes	0
839506898403614720	A Tortona ‘giro di vite’ sulle strutture che ospitano profughi. Bardone: “Giusto che la… https://t.co/oavNdyAFCT https://t.co/FG2BjJ2pHo		no	no	no	no	no	0
793491828674695168	Milano, i profughi della Montello incontrano il quartiere: gli abbracci di benvenuto https://t.co/gEGLVyk5go		no	no	no	no	no	0
799388578740637698	"La vita è guerra e soggiorno in terra straniera." (Marco Aurelio)		no	no	no	no	no	0
821364359221878785	ci avviciniamo sempre più alla fase finale, lo scontro tra cittadini stanziali e migranti clandestini, semiclandest… https://t.co/ymZTbuYGpK		yes	weak	weak	no	yes	2
854710123947855872	Altri migranti in Italia via @fainformazione		yes	weak	weak	no	yes	2
822114415378137088	Roma Today: Fiumicino, lavori socialmente utili: migranti di via Bombonati puliscono l'area del vecchio faro https://t.co/88JNoLWsWa #roma		no	no	no	no	no	0
791711790757515264	Da stasera al cinema: Tre straniere a Roma - Aquila imperiale		no	no	no	no	no	0
828699183565701122	@LuigiSPCrew ticketmafia ahahaha Comunque grazie mille per l'info! Mi sento così fuoriluogo sui siti stranieri, non sono abituata ahaha		no	no	no	no	no	0
836539346480029698	Milano, lo sbarco di Starbucks: 350 assunzioni in stile anti-Trump, "anche migranti e milanesi in difficoltà"… https://t.co/Oyahc8AHjp		no	no	no	no	no	0
856230291056340994	Hanno intercettato delle chiamate fatte dalle organizzazioni, che accolgono gli immigrati in Italia, e gli scafisti che li portano qua		no	no	no	no	no	0
839058526345506818	Partecipiamo a Donne anche noi, con @emmabonino per celebrare storie di fuga e di riscatto di tante donne migranti https://t.co/PhEmkNWMh1		no	no	no	no	no	0
840768110550515721	Wow ! Non sono la prima Stillo à immigrare un canada !!! C e gia stato anche un Dominik Stillo... @ https://t.co/FEOuv0TUeI		no	no	no	no	no	0
812999346660802561	@HuertDeAuteuil @Arctic_Bitch_ ma tutta la vita amico di immigrati e gay piuttosto che di 'sti elementi		no	no	no	no	no	0
842159374424522753	Le immagini incastrano le ong. Così caricano i migranti vicino alla Libia - IlGiornale.it https://t.co/iOHzU2iFkh nuova manodopera gratuita		no	no	no	no	no	0
813967772342435840	A Milano 1 profugo su 3 è senza identificazione - https://t.co/HSxKKfOR3s https://t.co/jdm5cpJwCD		no	no	no	no	no	0
783030219192008705	#quintacolonna Per gli italiani hanno messo a pagamento cure e interventi per gli immigrati tutti gratis e ci fanno pure un film		yes	weak	no	no	yes	1
784710530300649473	A cosa serve l'immigrazione di massa? Svalutare ancora di più il lavoro... "migranti" per 3 euro l'ora!! https://t.co/ShlecwIBeH		no	no	no	yes	yes	0
819847730210148352	Ariano in Movimento analizza la nota della Prefettura su questione migranti https://t.co/9BRcEdLoOk		no	no	no	no	no	0
782890054309978112	ANSA/Mondo Erdogan contro guida di 5 Paesi all'Onu: Attacco anche a Ue su migranti, finora ha dato solo 179 mln https://t.co/DhTdGIADq7		no	no	no	no	no	0
819901999533686785	Proteste dopo la morte della 25enne, 5 profughi indagati per violenza privata https://t.co/GZyZwIOTA2		no	no	no	no	no	0
800392559449272320	Buddusò: dopo la bomba, nessuna accoglienza migranti https://t.co/qaHwcnuvaD		yes	weak	no	no	yes	1
789378576105758720	@agorarai La vera integrazione dei migranti si potrà attuare solo con lavoro dignitoso! L' Italia a quante migranti può offrire lavoro?		no	no	no	no	no	0
850303771943022592	Denunciati dalla #Questura di #Isernia altri sette #migranti che avrebbero partecipato alla rissa del 28 marzo… https://t.co/YeeMerXrT5		no	no	no	no	no	0
786851216164880384	#Sport e #immigrazione: rapporto raccontato nella rivista @Afrmed. Oggi la presentazione @TTFFestival… https://t.co/4thV7OaMs4		no	no	no	no	no	0
807151536354848769	@FI_MMP16 In quale modo l'Italia sarà un paese più moderno se chiudete i confini agli immigrati? #20x1994 #mmpcamp16		no	no	no	no	no	0
790496641631588352	A Roma nasce un altro centro profughi https://t.co/hXKM75iZey		no	no	no	no	no	0
827584507595329537	Milano, profughi sgomberati dal palazzo occupato: "Ora dormiamo in strada, trattati come animali" - Milano Fanpage https://t.co/LwzQJSdED1…		no	no	no	no	no	0
783066749067468800	#lontanodagliocchi ci mostra come 368 migranti cercavano 1 vita migliore e trovarono dolore e morte #Raitre #iannaccone		no	no	no	no	no	0
784780034213052416	Trezzano, il progetto per i profughi adolescenti diventa esempio per tutta Italia https://t.co/WwZDj6CHu3 via @giornosudmilano		no	no	no	no	no	0
817725452454338561	Codice etico, economia e immigrazione: tutti i problemi del settarismo di #Grillo  https://t.co/5lyCUqZ64J		no	no	no	no	no	0
828697551352295424	Dite ancora che gli immigrati ci pagano la pensione e vi frantumo le ossa !!!!		no	strong	no	no	yes	0
852120680778924032	Nel 2009 lo diceva anche #repubblica e la #romania  . Adesso non si deve parlare di reati stranieri.  #Leuropa… https://t.co/It5dFvfV4c		no	no	no	yes	yes	0
843780348890796032	E' tutto ben chiaro: così la comprano, gli stranieri, a miglior prezzo. Ottimo lavoro. https://t.co/4p4gh8j7ZL		no	no	no	no	no	0
839766346342662144	Ricchi stranieri venite in Italia! Al via la flat tax per i neo residenti https://t.co/573h3bgulA		no	no	no	yes	no	0
801026993831616512	L'Europa non aiuta l'Italia sul probl.migranti  perche' ci vuole in ginocchio permanente,infischiandosene se qst comporta #cimiteri marini:(		no	no	no	no	no	0
852113729319817216	Alla Camera il decreto Minniti-Orlando contro l'immigrazione illegale. Dure critiche da sinistra – VIDEO… https://t.co/E8BvL7EmIA		no	no	no	no	no	0
855671220414631936	#mirilassero quando finirà tutto l odio che esiste nel mondo si sente solo morte distruzione arrivo di migranti che scappano dalla guerra 😑😑		no	no	no	no	no	0
786653021354811392	Guardo Qualcosa è cambiato, poi leggo voi ed è come aver preso la metropolitana in senso opposto alla destinazione, in una città straniera.		no	no	no	no	no	0
852653898854793216	.@IFADnews: #rimesse #migranti cambiano vita alle loro #famiglie, o uno su sette abitanti del pianeta… https://t.co/pETcCNEBql		no	no	no	no	no	0
829011852600475649	Soccorsi 900 migranti nel Mediterraneo centrale Sono oltre 9 https://t.co/9ORXG2kHVY #3dirittiumani Leggi anche https://t.co/b1XPot5JLg		no	no	no	no	no	0
789351861669289988	“Basta immigrati”: Londra dice stop, e l'Italia? https://t.co/9lhs3H2v09		no	no	no	no	no	0
800805429832019969	L’Italia diventerà un campo profughi? https://t.co/uyVs1TWNHA #QuintaColonna		no	no	no	no	no	0
849278685643493376	Io tutta sta paura dei migranti non la capisco. Forse che Renzi, Grillo, Salvini &amp; C. lasciano fare sonni tranquilli?		no	no	no	no	no	0
837569262608842752	@Avvenire_NEI oggi in edicola evidenzia l accoglienza italiana ai migranti e ancora l'inerzia dell'UE.#primapagina https://t.co/779O9g4WQy		no	no	no	no	no	0
806182454239313920	ISTAT: il 29% degli italiani a rischio poverta'. Periferie e giovani puniscono Renzi anche x la politica fin qui attuata sull'immigrazione ?		no	no	no	no	yes	0
790964885685428224	Ne hanno tutti piene le pive dei vostri #migranti da mantenere Non l'avete ancora capita, o imbecilli? .... https://t.co/vJIINJEME1		yes	weak	weak	no	yes	2
806182793264951296	Passato il momento costituente e salvata la democrazia i cittadini hanno rincominciato a fare le barricate contro i migranti		no	no	no	no	no	0
820229653080248328	#PalazzoStrozzi: i gommoni alla finestra, i migranti fuori della porta https://t.co/xCTrLnAl5S		yes	no	weak	yes	yes	2
844122070120349696	Summit a #Roma tra #Europa e Libia sull'#immigrazione. https://t.co/GoGwD2UM41		no	no	no	no	no	0
855362436928606208	Aumento casi morbillo?Ok.Siamo certi che gli immigrati,che raggiungono il nostro paese sono tutti vaccinati e non malati?Colpa dei  vaccini?		yes	weak	strong	no	yes	3
791870508878798848	L'Italia risponde alla Ue: Gli scostamenti dovuti a sisma e migranti - La Repubblica https://t.co/iHqV19X23o… https://t.co/wusKvo9yEL		no	no	no	no	no	0
837812660154449920	Fatto - Milano, l’assessore Majorino minacciato di nuovo per manifestazione in favore dei migranti https://t.co/rDUn7bRMMr @fattoquotidiano		no	no	no	no	no	0
852107703719575552	#Foggia Sbarco di 70 migranti nel Gargano tra loro anche donne e bambini https://t.co/utRfAI7svp https://t.co/RL7dDG7ZfA		no	no	no	no	no	0
848275976463290369	Un festival dell'assurdo: tutti in piazza per abbattere i muri, per lo #iussoli e per far entrare tutti. #migranti https://t.co/CHykjTRXAb		no	no	no	no	yes	0
793734979998146560	Cagliari, clamorosa protesta della polizia: “L’immigrazione ha portato un aumento dei reati, non siamo più sicuri” https://t.co/OmR49EK6je		no	no	no	no	no	0
820255170210701313	#Repubblica: "Firenze, migranti tentano di entrare in prefettura: cariche della polizia https://t.co/du83c5KAwy"		no	no	no	no	no	0
800953207430270976	Roma - Karawan Fest - Il sorriso del cinema migrante... #eventi #Italia https://t.co/Y5hYbccvKF		no	no	no	no	no	0
848501696695328768	@iMilanista Prima dicono "Via gli stranieri, l'Italia agli italiani!" e poi  "Svizzeri bastardi non mi fanno entrare nel loro paese"		no	no	no	no	no	0
817047132612005888	L'Euro ha tolto il lavoro, la gestione degli immigrati lo dà. Cooperative impiegano migliaia di italiani.Gran bella compensazione, grazie UE		no	no	no	no	no	0
841247705846419456	L’ultima sentenza di #Mattarella: pensione d’invalidità anche agli #immigrati senza carta di soggiorno… https://t.co/h0CGjEXVMX		no	no	no	no	no	0
784854981849575429	FLICKR Photos:  Roma - Casa generalizia: una casetta per l’accoglienza dei migranti https://t.co/LNpWo7Yjhs		no	no	no	no	no	0
822817602582024192	Italia abbandonata per il business dei migranti. Solo noi osiamo denunciarlo. #MezzogiornoItalia https://t.co/yfMhXXlAQV		no	no	no	no	no	0
828529776499556352	@doloresgalli purtroppo si muore tutti i giorni, e non solo migranti		no	no	no	no	no	0
828731792576376834	#nonpagoaffitto Donna incinta aggredita da gruppo di immigrati. Abitanti: “Ora basta, iniziamo a fare le ronde” https://t.co/IsZoeGBIzd		yes	weak	no	no	yes	1
847750952215916544	Legge Zampa: Italia adesso all’avanguardia nell'Ue. Cosa prevede la normativa sui #migranti minori non accompagnati… https://t.co/hDU1LjBQus		no	no	no	no	no	0
809456259158179841	#milano: Migranti, Beccalossi:Caserma Montello,inaccettabile proroga profughi a 2018 https://t.co/bOUGiizACz		no	weak	no	no	no	0
823845812031647744	#roma Trullo: estrema destra contro uno sgombero. Bloccata l'assegnazione a una famiglia straniera… https://t.co/NfKBrsJpms		no	no	no	no	no	0
837421095879905280	Il Paese è alla deriva, ma il PD pensa solo agli immigrati https://t.co/ugI6ZD3eLK		no	no	no	no	yes	0
807151635160039424	@azar_ziel una volta ho cliccato X errore aumenta i followers nn puoi capire che disastro di account stranieri li ho bloccati tutti !!!!!		no	no	no	no	no	0
